n_neighbors,n_components,min_cluster_size,min_samples,cluster_selection_epsilon,n_topics_before,n_topics_after,n_topics_force,outlier_ratio_before,outlier_ratio_after,topic_coverage_before,topic_coverage,topic_coverage_force,ratio_topic_0,ratio_topic_1,ratio_topic_0_force,ratio_topic_1_force,outlier_reduction_success,coherence_before,diversity_before,coherence_after,diversity_after,coherence_force,diversity_force,coherence,diversity,time_seconds,combined
10,20,80,55,0.0,66,66,66,0.8769171269854912,0.6126407325515075,0.12308287301450883,0.3873592674484925,1.0,0.030884984100444563,0.00911782859732325,0.03592830745911822,0.011535967372705893,True,0.6980063670101626,0.9348484848484848,0.6510356870439936,0.8560606060606061,0.5139128448051733,0.8515151515151516,0.6510356870439936,0.8560606060606061,958.894874,0.7535481465522998
10,20,80,55,0.2,40,40,40,0.7247697103702604,0.49446445453195925,0.2752302896297396,0.5055355454680407,1.0,0.13889648490909517,0.16437093233117953,0.17198084240298145,0.29739200412529004,True,0.6660270923909279,0.9875,0.6163561772991067,0.9625,0.4685829509009495,0.945,0.6163561772991067,0.9625,894.737885,0.7894280886495534
10,20,100,10,0.0,85,85,85,0.8951957559515904,0.639802798634279,0.10480424404840966,0.36019720136572103,1.0,0.01732543694478518,0.007160659733887539,0.054179590752474784,0.010668718894297255,True,0.6805400595955938,0.8976470588235295,0.6316444200766993,0.8235294117647058,0.5090904203315473,0.8176470588235294,0.6316444200766993,0.8235294117647058,978.464092,0.7275869159207026
10,20,100,10,0.2,18,18,18,0.33789094545710247,0.04771429241118516,0.6621090545428976,0.9522857075888148,1.0,0.9111773484073099,0.014778382855044495,0.950070708096663,0.015231539717636397,True,0.6682500749084049,0.9888888888888889,0.6284001003109958,0.9666666666666667,0.5350100818897364,0.9777777777777777,0.6284001003109958,0.9666666666666667,834.146428,0.7975333834888312
10,20,100,30,0.0,68,68,68,0.9001414161933261,0.5760756615699542,0.09985858380667391,0.42392433843004584,1.0,0.009403004898781946,0.006242626434671188,0.01251259854208499,0.011680508785774,True,0.6980727761072719,0.9338235294117647,0.6141200870677334,0.8544117647058823,0.5027674122536457,0.8514705882352941,0.6141200870677334,0.8544117647058823,939.050143,0.7342659258868078
10,20,100,30,0.2,29,29,29,0.652081005695713,0.24773616894937925,0.347918994304287,0.7522638310506208,1.0,0.5712237579204787,0.041936542413138427,0.7361259776078005,0.049433163269292375,True,0.6906673428649461,0.996551724137931,0.5760433298657673,0.9655172413793104,0.45009804929773767,0.9689655172413794,0.5760433298657673,0.9655172413793104,856.764149,0.7707802856225389
10,20,100,55,0.0,60,60,60,0.8754170215093249,0.591545499292919,0.12458297849067512,0.40845450070708095,1.0,0.030892797149799596,0.009309248306521552,0.035869709588955474,0.012293833160144072,True,0.6986878927953788,0.9366666666666666,0.6220451143019101,0.8733333333333333,0.5037240127971957,0.8583333333333333,0.6220451143019101,0.8733333333333333,942.944142,0.7476892238176217
10,20,100,55,0.2,38,38,38,0.7254572587135033,0.4714823698541304,0.2745427412864967,0.5285176301458696,1.0,0.14656889937573736,0.1767819612316491,0.18813041541983422,0.29714979959528404,True,0.6851042665267965,0.9868421052631579,0.5824873547989045,0.9578947368421052,0.394334377162022,0.9605263157894737,0.5824873547989045,0.9578947368421052,885.330172,0.7701910458205048
10,20,100,80,0.0,57,57,57,0.8770460422998492,0.5708917033228899,0.12295395770015079,0.4291082966771101,1.0,0.03443210850762944,0.012055535154815573,0.037295591096248956,0.014399449961325406,True,0.6924072555440259,0.9473684210526315,0.630887128398644,0.8807017543859649,0.46760489507635317,0.8789473684210526,0.630887128398644,0.8807017543859649,947.761632,0.7557944413923045
10,20,100,80,0.2,42,42,42,0.7643271792547913,0.4890578243782766,0.23567282074520865,0.5109421756217234,1.0,0.10739426990960302,0.034506332476502255,0.13699010086646718,0.037295591096248956,True,0.6756606614679886,0.9833333333333333,0.5738606252969632,0.9619047619047619,0.4078490218198151,0.9404761904761905,0.5738606252969632,0.9619047619047619,906.902765,0.7678826936008626
