period,topic,in_topic_chart,in_topic_non_chart,not_in_topic_chart,not_in_topic_non_chart,n_in_topic,n_total,observed_chart_rate,expected_chart_rate,rate_difference,chi2,p_value,phi,direction,p_adjusted,significant
1985-1989,2,13,136,1030.0,10166.0,149,11345,0.087248322147651,0.09193477302776554,-0.004686450880114532,,1.0,0.0005313228474193304,underrepresented,1.0,False
1985-1989,3,8,60,1035.0,10242.0,68,11345,0.11764705882352941,0.09193477302776554,0.025712285795763873,,0.40292663262768036,0.004934196186913536,overrepresented,0.8698696461401323,False
1985-1989,4,22,213,1021.0,10089.0,235,11345,0.09361702127659574,0.09193477302776554,0.0016822482488302037,,0.9090817382344022,0.0,overrepresented,1.0,False
1985-1989,5,2,30,1041.0,10272.0,32,11345,0.0625,0.09193477302776554,-0.029434773027765537,,0.7645282586785107,0.002541992176378167,underrepresented,1.0,False
1985-1989,6,18,108,1025.0,10194.0,126,11345,0.14285714285714285,0.09193477302776554,0.05092236982937731,,0.06045581257647015,0.017221994216262214,overrepresented,0.31920669040376237,False
1985-1989,7,74,515,969.0,9787.0,589,11345,0.12563667232597622,0.09193477302776554,0.033701899298210686,,0.005256956694660073,0.026607795583671958,overrepresented,0.053971422065176744,False
1985-1989,8,5,69,1038.0,10233.0,74,11345,0.06756756756756757,0.09193477302776554,-0.024367205460197966,,0.684271817330868,0.004938631588014987,underrepresented,1.0,False
1985-1989,9,20,391,1023.0,9911.0,411,11345,0.04866180048661801,0.09193477302776554,-0.04327297254114753,,0.0012185519356459006,0.028220540557003907,underrepresented,0.016805104306519585,True
1985-1989,10,8,100,1035.0,10202.0,108,11345,0.07407407407407407,0.09193477302776554,-0.017860698953691467,,0.6175996224704863,0.004489347314004268,underrepresented,1.0,False
1985-1989,11,19,134,1024.0,10168.0,153,11345,0.12418300653594772,0.09193477302776554,0.03224823350818218,,0.15946541868858652,0.011727237219007643,overrepresented,0.5542234914441394,False
1985-1989,12,3,61,1040.0,10241.0,64,11345,0.046875,0.09193477302776554,-0.04505977302776554,,0.278293685520814,0.009709843787382553,underrepresented,0.7534107450154527,False
1985-1989,13,34,511,1009.0,9791.0,545,11345,0.062385321100917435,0.09193477302776554,-0.029549451926848103,,0.012132233283745495,0.022260757903655726,underrepresented,0.09939319995445703,False
1985-1989,14,10,90,1033.0,10212.0,100,11345,0.1,0.09193477302776554,0.008065226972234468,,0.7280434115635963,0.0010004248752597637,overrepresented,1.0,False
1985-1989,15,40,251,1003.0,10051.0,291,11345,0.13745704467353953,0.09193477302776554,0.04552227164577399,,0.009792298335401088,0.024598163777006223,overrepresented,0.08414460957387009,False
1985-1989,16,7,176,1036.0,10126.0,183,11345,0.03825136612021858,0.09193477302776554,-0.05368340690754696,,0.00920037587736536,0.022579287849238346,underrepresented,0.08096330772081517,False
1985-1989,17,8,115,1035.0,10187.0,123,11345,0.06504065040650407,0.09193477302776554,-0.026894122621261465,,0.349118315873101,0.008271941307244582,underrepresented,0.8454717117775686,False
1985-1989,18,150,1399,893.0,8903.0,1549,11345,0.09683666881859264,0.09193477302776554,0.004901895790827102,,0.4777961499747413,0.006302076572639063,overrepresented,0.9548658105795663,False
1985-1989,19,35,325,1008.0,9977.0,360,11345,0.09722222222222222,0.09193477302776554,0.0052874491944566865,,0.7106678929535821,0.0024426264163127974,overrepresented,1.0,False
1985-1989,20,2,41,1041.0,10261.0,43,11345,0.046511627906976744,0.09193477302776554,-0.045423145120788794,,0.429639456778715,0.007214623310560594,underrepresented,0.8921052990191746,False
1985-1989,21,0,28,1043.0,10274.0,28,11345,0.0,0.09193477302776554,-0.09193477302776554,,0.10563558301798406,0.012752696123854795,underrepresented,0.43574677994918426,False
1985-1989,22,47,428,996.0,9874.0,475,11345,0.09894736842105263,0.09193477302776554,0.007012595393287094,,0.5702837510435516,0.004311984876303592,overrepresented,1.0,False
1985-1989,23,3,22,1040.0,10280.0,25,11345,0.12,0.09193477302776554,0.02806522697223446,,0.49680371101568466,0.0013117919395102481,overrepresented,0.9746212929479674,False
1985-1989,24,27,195,1016.0,10107.0,222,11345,0.12162162162162163,0.09193477302776554,0.02968684859385609,,0.12665796529125495,0.013414227466508655,overrepresented,0.4856097922370106,False
1985-1989,25,11,127,1032.0,10175.0,138,11345,0.07971014492753623,0.09193477302776554,-0.012224628100229312,,0.7663918969683774,0.0033034487938129044,underrepresented,1.0,False
1985-1989,26,31,247,1012.0,10055.0,278,11345,0.11151079136690648,0.09193477302776554,0.019576018339140938,,0.2475884630455997,0.009751662398900521,overrepresented,0.730900127329502,False
1985-1989,27,6,47,1037.0,10255.0,53,11345,0.11320754716981132,0.09193477302776554,0.021272774142045786,,0.6297911191715697,0.0028071278494956934,overrepresented,1.0,False
1985-1989,28,3,44,1040.0,10258.0,47,11345,0.06382978723404255,0.09193477302776554,-0.02810498579372299,,0.7981265768622955,0.0038990632270629543,underrepresented,1.0,False
1985-1989,29,10,82,1033.0,10220.0,92,11345,0.10869565217391304,0.09193477302776554,0.016760879146147503,,0.5844855261113645,0.0035443906845856765,overrepresented,1.0,False
1985-1989,30,12,104,1031.0,10198.0,116,11345,0.10344827586206896,0.09193477302776554,0.011513502834303427,,0.6277659996651037,0.002533862057666756,overrepresented,1.0,False
1985-1989,31,71,521,972.0,9781.0,592,11345,0.11993243243243243,0.09193477302776554,0.02799765940466689,,0.01914481957425742,0.02205039938121106,overrepresented,0.13607548682010656,False
1985-1989,32,8,103,1035.0,10199.0,111,11345,0.07207207207207207,0.09193477302776554,-0.019862700955693466,,0.6191146864068948,0.0052836746972974805,underrepresented,1.0,False
1985-1989,33,0,28,1043.0,10274.0,28,11345,0.0,0.09193477302776554,-0.09193477302776554,,0.10563558301798406,0.012752696123854795,underrepresented,0.43574677994918426,False
1985-1989,34,1,20,1042.0,10282.0,21,11345,0.047619047619047616,0.09193477302776554,-0.04431572540871792,,0.7156737715303414,0.0030563037403033093,underrepresented,1.0,False
1985-1989,35,32,524,1011.0,9778.0,556,11345,0.05755395683453238,0.09193477302776554,-0.03438081619323316,,0.0032209420900500257,0.02630593489905729,underrepresented,0.03629451818544175,True
1985-1989,36,1,16,1042.0,10286.0,17,11345,0.058823529411764705,0.09193477302776554,-0.03311124361600083,,1.0,0.0004960094715071509,underrepresented,1.0,False
1985-1989,37,0,1,,,1,11345,0.0,0.09193477302776554,-0.09193477302776554,,1.0,0.0,neutral,1.0,False
1985-1989,38,6,35,1037.0,10267.0,41,11345,0.14634146341463414,0.09193477302776554,0.0544066903868686,,0.26897277001206704,0.008798505634838373,overrepresented,0.7406254827044715,False
1985-1989,39,13,127,1030.0,10175.0,140,11345,0.09285714285714286,0.09193477302776554,0.000922369829377323,,0.8836657968333661,0.0,overrepresented,1.0,False
1985-1989,40,26,227,1017.0,10075.0,253,11345,0.10276679841897234,0.09193477302776554,0.010832025391206798,,0.5099642421818661,0.004628942651609537,overrepresented,0.9899305877647989,False
1985-1989,41,1,13,1042.0,10289.0,14,11345,0.07142857142857142,0.09193477302776554,-0.020506201599194113,,1.0,0.0,underrepresented,1.0,False
1985-1989,42,5,44,1038.0,10258.0,49,11345,0.10204081632653061,0.09193477302776554,0.010106043298765077,,0.8022783163714804,0.0,overrepresented,1.0,False
1985-1989,43,9,80,1034.0,10222.0,89,11345,0.10112359550561797,0.09193477302776554,0.009188822477852437,,0.7124183605691807,0.0010989439118684553,overrepresented,1.0,False
1985-1989,44,0,0,,,0,11345,0.0,0.09193477302776554,0.0,,1.0,0.0,neutral,1.0,False
1985-1989,45,6,94,1037.0,10208.0,100,11345,0.06,0.09193477302776554,-0.03193477302776554,,0.3817718540780192,0.008790936916103602,underrepresented,0.8653965960891365,False
1985-1989,46,41,226,1002.0,10076.0,267,11345,0.15355805243445692,0.09193477302776554,0.06162327940669138,,0.0011608628702381044,0.03210472404251733,overrepresented,0.016502112186153974,True
1985-1989,47,0,0,,,0,11345,0.0,0.09193477302776554,0.0,,1.0,0.0,neutral,1.0,False
1985-1989,48,9,102,1034.0,10200.0,111,11345,0.08108108108108109,0.09193477302776554,-0.010853691946684452,,0.8685203534503085,0.0021843086291586044,underrepresented,1.0,False
1985-1989,49,2,65,1041.0,10237.0,67,11345,0.029850746268656716,0.09193477302776554,-0.06208402675910882,,0.08793808637842117,0.014570863215784017,underrepresented,0.39221824798782,False
1985-1989,50,19,202,1024.0,10100.0,221,11345,0.08597285067873303,0.09193477302776554,-0.005961922349032506,,0.9062088904583525,0.0018047114587561395,underrepresented,1.0,False
1985-1989,51,8,79,1035.0,10223.0,87,11345,0.09195402298850575,0.09193477302776554,1.924996074020857e-05,,1.0,0.0,overrepresented,1.0,False
1985-1989,52,0,13,1043.0,10289.0,13,11345,0.0,0.09193477302776554,-0.09193477302776554,,0.6241354711295325,0.006268395953583735,underrepresented,1.0,False
1985-1989,53,1,107,1042.0,10195.0,108,11345,0.009259259259259259,0.09193477302776554,-0.08267551376850628,,0.0006234014462159421,0.026481236833274482,underrepresented,0.009763100615314076,True
1985-1989,54,0,0,,,0,11345,0.0,0.09193477302776554,0.0,,1.0,0.0,neutral,1.0,False
1985-1989,55,1,24,1042.0,10278.0,25,11345,0.04,0.09193477302776554,-0.051934773027765536,,0.7238306457683412,0.005194122619503428,underrepresented,1.0,False
1985-1989,56,0,10,1043.0,10292.0,10,11345,0.0,0.09193477302776554,-0.09193477302776554,,0.6138657873938795,0.004310871800769391,underrepresented,1.0,False
1985-1989,57,19,202,1024.0,10100.0,221,11345,0.08597285067873303,0.09193477302776554,-0.005961922349032506,,0.9062088904583525,0.0018047114587561395,underrepresented,1.0,False
1985-1989,58,6,39,1037.0,10263.0,45,11345,0.13333333333333333,0.09193477302776554,0.041398560305567794,,0.3013798657101687,0.006615022215307128,overrepresented,0.7844366082146363,False
1985-1989,59,7,70,1036.0,10232.0,77,11345,0.09090909090909091,0.09193477302776554,-0.0010256821186746257,,1.0,0.0,underrepresented,1.0,False
1985-1989,60,10,71,1033.0,10231.0,81,11345,0.12345679012345678,0.09193477302776554,0.031522017095691246,,0.33105418703263295,0.007439806422839466,overrepresented,0.8178985797276814,False
1985-1989,61,0,0,,,0,11345,0.0,0.09193477302776554,0.0,,1.0,0.0,neutral,1.0,False
1985-1989,62,0,7,,,7,11345,0.0,0.09193477302776554,-0.09193477302776554,,1.0,0.0,neutral,1.0,False
1985-1989,63,0,1,,,1,11345,0.0,0.09193477302776554,-0.09193477302776554,,1.0,0.0,neutral,1.0,False
1985-1989,64,1,5,,,6,11345,0.16666666666666666,0.09193477302776554,0.07473189363890112,,1.0,0.0,neutral,1.0,False
1985-1989,65,0,0,,,0,11345,0.0,0.09193477302776554,0.0,,1.0,0.0,neutral,1.0,False
1990-1994,0,68,1130,1107.0,10962.0,1198,13267,0.05676126878130217,0.08856561392929826,-0.03180434514799609,,2.3840569157227372e-05,0.0348054347174273,underrepresented,0.0006119079417021692,True
1990-1994,1,83,375,1092.0,11717.0,458,13267,0.1812227074235808,0.08856561392929826,0.09265709349428253,,2.518450846044954e-10,0.06094122843440786,overrepresented,1.3688521069091396e-08,True
1990-1994,2,16,168,1159.0,11924.0,184,13267,0.08695652173913043,0.08856561392929826,-0.0016090921901678323,,1.0,0.0,underrepresented,1.0,False
1990-1994,3,3,136,1172.0,11956.0,139,13267,0.02158273381294964,0.08856561392929826,-0.06698288011634862,,0.0023372697241174937,0.02295643944323421,underrepresented,0.028795163001127524,True
1990-1994,4,15,227,1160.0,11865.0,242,13267,0.06198347107438017,0.08856561392929826,-0.026582142854918098,,0.16949265887529097,0.011761795855445421,underrepresented,0.5694953338209776,False
1990-1994,5,6,68,1169.0,12024.0,74,13267,0.08108108108108109,0.08856561392929826,-0.007484532848217179,,1.0,0.00019184327929729035,underrepresented,1.0,False
1990-1994,6,10,101,1165.0,11991.0,111,13267,0.09009009009009009,0.08856561392929826,0.0015244761607918211,,0.867421302440309,0.0,overrepresented,1.0,False
1990-1994,7,106,619,1069.0,11473.0,725,13267,0.14620689655172414,0.08856561392929826,0.05764128262242588,,1.787686303986488e-07,0.04819438810208665,overrepresented,7.181835412537021e-06,True
1990-1994,8,7,84,1168.0,12008.0,91,13267,0.07692307692307693,0.08856561392929826,-0.011642537006221337,,0.8533892904670662,0.0017983313464496177,underrepresented,1.0,False
1990-1994,9,31,533,1144.0,11559.0,564,13267,0.0549645390070922,0.08856561392929826,-0.03360107492220606,,0.003052596460396244,0.024262306326118758,underrepresented,0.03525748911757662,True
1990-1994,10,4,88,1171.0,12004.0,92,13267,0.043478260869565216,0.08856561392929826,-0.04508735305973305,,0.14223543098245217,0.011662581017680466,underrepresented,0.5278134065372924,False
1990-1994,11,9,120,1166.0,11972.0,129,13267,0.06976744186046512,0.08856561392929826,-0.01879817206883315,,0.5349735730434235,0.005204366815025464,underrepresented,1.0,False
1990-1994,12,6,47,1169.0,12045.0,53,13267,0.11320754716981132,0.08856561392929826,0.02464193324051306,,0.4677552482039123,0.0033899772616708883,overrepresented,0.9457458410074726,False
1990-1994,13,33,579,1142.0,11513.0,612,13267,0.05392156862745098,0.08856561392929826,-0.03464404530184728,,0.0013087782518772482,0.026182644668913835,underrepresented,0.01778398683433202,True
1990-1994,14,12,95,1163.0,11997.0,107,13267,0.11214953271028037,0.08856561392929826,0.023583918780982108,,0.39048382602949433,0.006001829600717999,overrepresented,0.8661787650198977,False
1990-1994,15,39,343,1136.0,11749.0,382,13267,0.10209424083769633,0.08856561392929826,0.013528626908398067,,0.360015382827653,0.00740552202976545,overrepresented,0.8560663916274084,False
1990-1994,16,13,209,1162.0,11883.0,222,13267,0.05855855855855856,0.08856561392929826,-0.030007055370739708,,0.12158511769956024,0.012743752345538529,underrepresented,0.4730731509331327,False
1990-1994,17,7,157,1168.0,11935.0,164,13267,0.042682926829268296,0.08856561392929826,-0.04588268710002997,,0.03695064099978554,0.016866655149827374,underrepresented,0.2261085581708731,False
1990-1994,18,152,1500,1023.0,10592.0,1652,13267,0.09200968523002422,0.08856561392929826,0.003444071300725951,,0.6106586850819471,0.004169888739981504,overrepresented,1.0,False
1990-1994,19,59,383,1116.0,11709.0,442,13267,0.1334841628959276,0.08856561392929826,0.044918548966629335,,0.0015292743056913656,0.028611169569144525,overrepresented,0.019902105048715802,True
1990-1994,20,4,91,1171.0,12001.0,95,13267,0.042105263157894736,0.08856561392929826,-0.04646035077140353,,0.14386367325255864,0.012314259264320481,underrepresented,0.5296017294237617,False
1990-1994,21,0,69,1175.0,12023.0,69,13267,0.0,0.08856561392929826,-0.08856561392929826,,0.0025025238669922224,0.020695146526959623,underrepresented,0.03027559150347459,True
1990-1994,22,49,405,1126.0,11687.0,454,13267,0.10792951541850221,0.08856561392929826,0.019363901489203944,,0.15225490717906803,0.012099554191878527,overrepresented,0.5386317658636761,False
1990-1994,23,2,19,1173.0,12073.0,21,13267,0.09523809523809523,0.08856561392929826,0.006672481308796968,,0.7088995894980511,0.0,overrepresented,1.0,False
1990-1994,24,28,217,1147.0,11875.0,245,13267,0.11428571428571428,0.08856561392929826,0.025720100356416017,,0.17159938161406446,0.011431875606327194,overrepresented,0.5722839973748239,False
1990-1994,25,24,195,1151.0,11897.0,219,13267,0.1095890410958904,0.08856561392929826,0.02102342716659214,,0.27901152578129323,0.008545389487409313,overrepresented,0.7534107450154527,False
1990-1994,26,46,314,1129.0,11778.0,360,13267,0.12777777777777777,0.08856561392929826,0.0392121638484795,,0.010857967529659682,0.022233224424494713,overrepresented,0.09038524321986979,False
1990-1994,27,4,72,1171.0,12020.0,76,13267,0.05263157894736842,0.08856561392929826,-0.03593403498192985,,0.41387513358904515,0.007842527377787338,underrepresented,0.8731503735212615,False
1990-1994,28,2,61,1173.0,12031.0,63,13267,0.031746031746031744,0.08856561392929826,-0.05681958218326652,,0.17575491682846706,0.011884495601986721,underrepresented,0.5758778125868921,False
1990-1994,29,10,72,1165.0,12020.0,82,13267,0.12195121951219512,0.08856561392929826,0.033385605582896855,,0.3249600087396227,0.007574326152831673,overrepresented,0.8115217515551659,False
1990-1994,30,13,94,1162.0,11998.0,107,13267,0.12149532710280374,0.08856561392929826,0.03292971317350547,,0.22974206830754232,0.008967923482848177,overrepresented,0.702919440782017,False
1990-1994,31,67,445,1108.0,11647.0,512,13267,0.130859375,0.08856561392929826,0.042293761070701735,,0.0010926737263085237,0.029136027810090857,overrepresented,0.016025881319191682,True
1990-1994,32,14,120,1161.0,11972.0,134,13267,0.1044776119402985,0.08856561392929826,0.01591199801100024,,0.5390542161544738,0.004330577214424429,overrepresented,1.0,False
1990-1994,33,1,33,1174.0,12059.0,34,13267,0.029411764705882353,0.08856561392929826,-0.05915384922341591,,0.3618592839645953,0.00792988573087043,underrepresented,0.8560663916274084,False
1990-1994,34,2,33,1173.0,12059.0,35,13267,0.05714285714285714,0.08856561392929826,-0.031422756786441124,,0.7658614183747672,0.00310214344838549,underrepresented,1.0,False
1990-1994,35,27,587,1148.0,11505.0,614,13267,0.043973941368078175,0.08856561392929826,-0.04459167256122009,,2.177389028752126e-05,0.03394232055467163,underrepresented,0.0005748307035905613,True
1990-1994,36,3,14,1172.0,12078.0,17,13267,0.17647058823529413,0.08856561392929826,0.08790497430599586,,0.18633288115181892,0.0073744001644768286,overrepresented,0.5978179936954191,False
1990-1994,37,2,27,1173.0,12065.0,29,13267,0.06896551724137931,0.08856561392929826,-0.019600096687918955,,1.0,0.0003885692631843243,underrepresented,1.0,False
1990-1994,38,6,46,1169.0,12046.0,52,13267,0.11538461538461539,0.08856561392929826,0.026819001455317126,,0.4606025565836528,0.0037983289710445565,overrepresented,0.9333262330774017,False
1990-1994,39,5,114,1170.0,11978.0,119,13267,0.04201680672268908,0.08856561392929826,-0.046548807206609186,,0.07452317604391828,0.014179871857410162,underrepresented,0.3586427847113567,False
1990-1994,40,28,230,1147.0,11862.0,258,13267,0.10852713178294573,0.08856561392929826,0.01996151785364747,,0.2671652743798834,0.008933724539017918,overrepresented,0.7406254827044715,False
1990-1994,41,4,43,1171.0,12049.0,47,13267,0.0851063829787234,0.08856561392929826,-0.0034592309505748625,,1.0,0.0,underrepresented,1.0,False
1990-1994,42,6,61,1169.0,12031.0,67,13267,0.08955223880597014,0.08856561392929826,0.0009866248766718794,,1.0,0.0,overrepresented,1.0,False
1990-1994,43,7,95,1168.0,11997.0,102,13267,0.06862745098039216,0.08856561392929826,-0.019938162948906102,,0.6000148199165617,0.004658354519314443,underrepresented,1.0,False
1990-1994,44,0,0,,,0,13267,0.0,0.08856561392929826,0.0,,1.0,0.0,neutral,1.0,False
1990-1994,45,5,119,1170.0,11973.0,124,13267,0.04032258064516129,0.08856561392929826,-0.048243033284136976,,0.05636628738741645,0.015114592590201675,underrepresented,0.30762196759469257,False
1990-1994,46,37,260,1138.0,11832.0,297,13267,0.12457912457912458,0.08856561392929826,0.036013510649826316,,0.03791426280101681,0.01828465961825488,overrepresented,0.23047880807986534,False
1990-1994,47,0,0,,,0,13267,0.0,0.08856561392929826,0.0,,1.0,0.0,neutral,1.0,False
1990-1994,48,8,121,1167.0,11971.0,129,13267,0.06201550387596899,0.08856561392929826,-0.026550110053329273,,0.35045262702372015,0.00790798427630717,underrepresented,0.8454784004436486,False
1990-1994,49,5,67,1170.0,12025.0,72,13267,0.06944444444444445,0.08856561392929826,-0.019121169484853817,,0.8339088747130791,0.0031658969682839245,underrepresented,1.0,False
1990-1994,50,14,273,1161.0,11819.0,287,13267,0.04878048780487805,0.08856561392929826,-0.039785126124420214,,0.015156592193040472,0.01991052428680107,underrepresented,0.1129410579545919,False
1990-1994,51,9,75,1166.0,12017.0,84,13267,0.10714285714285714,0.08856561392929826,0.018577243213558872,,0.56038380284394,0.003547022082007684,overrepresented,1.0,False
1990-1994,52,1,12,1174.0,12080.0,13,13267,0.07692307692307693,0.08856561392929826,-0.011642537006221337,,1.0,0.0,underrepresented,1.0,False
1990-1994,53,14,173,1161.0,11919.0,187,13267,0.0748663101604278,0.08856561392929826,-0.013699303768870463,,0.6040684446956792,0.00464002399342962,underrepresented,1.0,False
1990-1994,54,0,0,,,0,13267,0.0,0.08856561392929826,0.0,,1.0,0.0,neutral,1.0,False
1990-1994,55,0,14,1175.0,12078.0,14,13267,0.0,0.08856561392929826,-0.08856561392929826,,0.6284639296737131,0.006045991768236952,underrepresented,1.0,False
1990-1994,56,0,29,1175.0,12063.0,29,13267,0.0,0.08856561392929826,-0.08856561392929826,,0.1063507311610749,0.011749777890548397,underrepresented,0.43674700263481425,False
1990-1994,57,23,246,1152.0,11846.0,269,13267,0.08550185873605948,0.08856561392929826,-0.0030637551932387874,,1.0,0.0006101498981727444,underrepresented,1.0,False
1990-1994,58,7,40,1168.0,12052.0,47,13267,0.14893617021276595,0.08856561392929826,0.060370556283467686,,0.18904523045891136,0.01043701024019535,overrepresented,0.6023372170483935,False
1990-1994,59,11,106,1164.0,11986.0,117,13267,0.09401709401709402,0.08856561392929826,0.0054514800877957514,,0.7453919065523823,0.0003910849962649149,overrepresented,1.0,False
1990-1994,60,6,69,1169.0,12023.0,75,13267,0.08,0.08856561392929826,-0.008565613929298263,,1.0,0.0005039563718965215,underrepresented,1.0,False
1990-1994,61,0,0,,,0,13267,0.0,0.08856561392929826,0.0,,1.0,0.0,neutral,1.0,False
1990-1994,62,1,7,,,8,13267,0.125,0.08856561392929826,0.036434386070701735,,1.0,0.0,neutral,1.0,False
1990-1994,63,1,41,1174.0,12051.0,42,13267,0.023809523809523808,0.08856561392929826,-0.06475609011977446,,0.17677536781045955,0.010483044697247321,underrepresented,0.5771746991408644,False
1990-1994,64,0,21,1175.0,12071.0,21,13267,0.0,0.08856561392929826,-0.08856561392929826,,0.2516577498651432,0.009075125035548597,underrepresented,0.7346766388006445,False
1990-1994,65,0,0,,,0,13267,0.0,0.08856561392929826,0.0,,1.0,0.0,neutral,1.0,False
1995-1999,0,100,1656,1325.0,13104.0,1756,16185,0.05694760820045558,0.08804448563484708,-0.031096877434391504,,3.4180684645870583e-07,0.037933951607467375,underrepresented,1.2633181045113767e-05,True
1995-1999,1,136,458,1289.0,14302.0,594,16185,0.22895622895622897,0.08804448563484708,0.1409117433213819,,2.926200664010968e-26,0.09648580728250249,overrepresented,5.4076188270922694e-24,True
1995-1999,2,21,146,1404.0,14614.0,167,16185,0.12574850299401197,0.08804448563484708,0.037704017359164885,,0.09752617418501086,0.012507510172105257,overrepresented,0.41527274169101397,False
1995-1999,3,6,201,1419.0,14559.0,207,16185,0.028985507246376812,0.08804448563484708,-0.05905897838847027,,0.0011602085928594278,0.02275287531090126,underrepresented,0.016502112186153974,True
1995-1999,4,31,247,1394.0,14513.0,278,16185,0.11151079136690648,0.08804448563484708,0.023466305732059392,,0.1647976340634606,0.010108903662067069,overrepresented,0.5639741254616207,False
1995-1999,5,28,220,1397.0,14540.0,248,16185,0.11290322580645161,0.08804448563484708,0.024858740171604526,,0.17408965036157645,0.010056118758427138,overrepresented,0.5744958461932023,False
1995-1999,6,11,154,1414.0,14606.0,165,16185,0.06666666666666667,0.08804448563484708,-0.021377818968180418,,0.4068112012279666,0.006571281663799222,underrepresented,0.8704449570188038,False
1995-1999,7,94,815,1331.0,13945.0,909,16185,0.1034103410341034,0.08804448563484708,0.01536585539925632,,0.10343922644082593,0.01275452613151431,overrepresented,0.4324789376982948,False
1995-1999,8,1,75,1424.0,14685.0,76,16185,0.013157894736842105,0.08804448563484708,-0.07488659089800498,,0.01352583872419802,0.01655784838398527,underrepresented,0.10495534624492803,False
1995-1999,9,43,796,1382.0,13964.0,839,16185,0.05125148986889154,0.08804448563484708,-0.036792995765955544,,4.50093946878839e-05,0.029868858984721188,underrepresented,0.001039717017290118,True
1995-1999,10,10,128,1415.0,14632.0,138,16185,0.07246376811594203,0.08804448563484708,-0.015580717518905052,,0.6501625316923356,0.003913327155998504,underrepresented,1.0,False
1995-1999,11,4,108,1421.0,14652.0,112,16185,0.03571428571428571,0.08804448563484708,-0.05233019992056137,,0.044886997174274745,0.014100970040165531,underrepresented,0.26214746948038714,False
1995-1999,12,7,95,1418.0,14665.0,102,16185,0.06862745098039216,0.08804448563484708,-0.01941703465445492,,0.600166524852826,0.0040794150907040565,underrepresented,1.0,False
1995-1999,13,24,512,1401.0,14248.0,536,16185,0.04477611940298507,0.08804448563484708,-0.04326836623186201,,0.00013363862022920819,0.02765070429131621,underrepresented,0.0026448276666131707,True
1995-1999,14,9,107,1416.0,14653.0,116,16185,0.07758620689655173,0.08804448563484708,-0.010458278738295357,,0.8689921692429083,0.0018434266101930896,underrepresented,1.0,False
1995-1999,15,42,272,1383.0,14488.0,314,16185,0.1337579617834395,0.08804448563484708,0.045713476148592405,,0.006322246276306891,0.021901370598809745,overrepresented,0.06022428411657286,False
1995-1999,16,18,218,1407.0,14542.0,236,16185,0.07627118644067797,0.08804448563484708,-0.011773299194169112,,0.6426855184987504,0.004144652560958081,underrepresented,1.0,False
1995-1999,17,14,175,1411.0,14585.0,189,16185,0.07407407407407407,0.08804448563484708,-0.013970411560773013,,0.6049623995723247,0.004344322073412644,underrepresented,1.0,False
1995-1999,18,174,1664,1251.0,13096.0,1838,16185,0.09466811751904244,0.08804448563484708,0.006623631884195361,,0.2939761276011614,0.008023008207144942,overrepresented,0.776096976867066,False
1995-1999,19,53,449,1372.0,14311.0,502,16185,0.10557768924302789,0.08804448563484708,0.01753320360818081,,0.17301655655940762,0.01044145533790616,overrepresented,0.5730010690354574,False
1995-1999,20,17,182,1408.0,14578.0,199,16185,0.08542713567839195,0.08804448563484708,-0.0026173499564551284,,1.0,4.125976249780249e-05,underrepresented,1.0,False
1995-1999,21,0,86,1425.0,14674.0,86,16185,0.0,0.08804448563484708,-0.08804448563484708,,0.0007762469370566473,0.021210210028020655,underrepresented,0.011718850086880199,True
1995-1999,22,37,417,1388.0,14343.0,454,16185,0.08149779735682819,0.08804448563484708,-0.0065466882780188945,,0.6747651203916254,0.003264667713931765,underrepresented,1.0,False
1995-1999,23,4,23,1421.0,14737.0,27,16185,0.14814814814814814,0.08804448563484708,0.06010366251330106,,0.29298625249306126,0.00599913151283554,overrepresented,0.7756999922738929,False
1995-1999,24,42,321,1383.0,14439.0,363,16185,0.11570247933884298,0.08804448563484708,0.027657993703995895,,0.07413366746290168,0.014048168715937255,overrepresented,0.35863617139121023,False
1995-1999,25,29,275,1396.0,14485.0,304,16185,0.09539473684210527,0.08804448563484708,0.007350251207258185,,0.6099362254247312,0.0027858309879350567,overrepresented,1.0,False
1995-1999,26,44,395,1381.0,14365.0,439,16185,0.10022779043280182,0.08804448563484708,0.012183304797954736,,0.3478090705152085,0.006508029219099961,overrepresented,0.8454717117775686,False
1995-1999,27,8,77,1417.0,14683.0,85,16185,0.09411764705882353,0.08804448563484708,0.006073161423976445,,0.8467999634996513,4.89278684371535e-05,overrepresented,1.0,False
1995-1999,28,5,50,1420.0,14710.0,55,16185,0.09090909090909091,0.08804448563484708,0.0028646052742438283,,0.8134508871616367,0.0,overrepresented,1.0,False
1995-1999,29,7,73,1418.0,14687.0,80,16185,0.0875,0.08804448563484708,-0.0005444856348470889,,1.0,0.0,underrepresented,1.0,False
1995-1999,30,15,107,1410.0,14653.0,122,16185,0.12295081967213115,0.08804448563484708,0.03490633403728406,,0.19608211531199116,0.00947527468472555,overrepresented,0.6183613465811598,False
1995-1999,31,70,535,1355.0,14225.0,605,16185,0.11570247933884298,0.08804448563484708,0.027657993703995895,,0.01896871976147337,0.018659576099859455,overrepresented,0.13586896945427437,False
1995-1999,32,16,156,1409.0,14604.0,172,16185,0.09302325581395349,0.08804448563484708,0.004978770179106404,,0.7864799507958515,0.000757768271526038,overrepresented,1.0,False
1995-1999,33,2,49,1423.0,14711.0,51,16185,0.0392156862745098,0.08804448563484708,-0.04882879936033728,,0.31973111238362495,0.00774315060280641,underrepresented,0.8076967397322432,False
